Rank,Tier,Operator,Skill,Module,Score,Phys DPS,Arts DPS,True DPS,Ele DPS,Wave TTC,Boss TTC,HPS,EHP Phys,Support Value
189,S,Matoimaru,RAW,DRE-Y: Bamboo Ikebana,169.99,157672.67,0.00,0.00,0.00,1800.00,1800.00,0.00,12130.30,600.00
190,S,Kazemaru,纸艺·双影,PUM-X: An Old Thing,168.50,410710.81,310051.22,0.00,0.00,352.03,91.46,0.00,3558.00,0.00
191,S,Thumpy,“不准走！”,PRP-X: 出发的勇气,168.13,34936.50,0.00,0.00,68817.88,675.12,138.92,0.00,3964.00,0.00
192,S,Pepe,时光震荡,HAM-X: 晴雨,167.76,176988.99,0.00,0.00,0.00,123.34,119.76,0.00,3151.00,9.80
193,S,Jessica the Liberated,饱和迸射,No Module,166.88,230880.00,0.00,0.00,0.00,174.56,208.95,0.00,1200.00,73.47
194,S,Texas the Omertosa,阵雨连绵,No Module,166.84,0.00,200550.47,0.00,0.00,272.40,254.84,0.00,4565.71,600.00
195,S,Ifrit,RAW,BLA-X: 'Syntexis',166.11,0.00,73116.38,0.00,0.00,806.20,1210.04,0.00,1680.00,880.00
196,S,Phantom,血色乐章,EXE-Y: 'Think of Me',165.50,693354.84,0.00,0.00,0.00,167.17,1061.63,0.00,1645.00,0.00
197,S,Schwarz,战术的终结,ARC-Y: Old Razor,165.49,247670.33,0.00,0.00,0.00,1261.59,366.32,0.00,1833.00,675.00
198,S,Zima the Raging Tide,誓不低头,HAM-X: 迟到的勋章,164.98,186892.80,0.00,0.00,0.00,133.79,141.21,0.00,3330.00,363.33
199,S,Zuo Le,行险,SBL-Y: 秉烛人的记录,164.55,350174.40,0.00,0.00,0.00,1152.61,480.63,0.00,17700.00,0.00
200,S,Ifrit,狂热,BLA-X: 'Syntexis',164.55,0.00,99857.39,0.00,0.00,552.69,877.05,0.00,1680.00,880.00
201,S,Phantom,血色乐章,EXE-X: Miss Christine's Felt,164.42,688258.06,0.00,0.00,0.00,216.42,1416.05,0.00,1785.00,0.00
202,S,Ifrit,RAW,No Module,163.87,0.00,61272.00,0.00,0.00,991.70,1450.27,0.00,1680.00,880.00
203,S,Shu,嘉禾盈仓,No Module,163.80,87625.22,0.00,0.00,0.00,1800.00,1800.00,203356.03,4941.55,96.00
204,S,Kal'tsit the Esperanta,生命修复单元：广播模式,No Module,162.37,0.00,0.00,242250.00,0.00,268.47,361.74,155684.21,3025.00,20.10
205,S,Absinthe,终结连射,CCR-X: 'Custodia' Individual Comm-Unit,161.68,0.00,333588.47,0.00,0.00,852.62,280.87,0.00,2983.00,450.00
206,S,Bellone,清算,No Module,161.05,348626.28,0.00,0.00,0.00,549.36,200.16,0.00,2625.00,105.00
207,S,Ifrit,狂热,No Module,160.56,0.00,84963.84,0.00,0.00,671.54,1036.69,0.00,1680.00,880.00
208,S,Nian,铁御,PRO-Y: 'Don't Disturb',159.36,108244.13,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,193.85
209,S,Zuo Le,行险,"SBL-X: 'You Night, Be Fleeting'",158.53,281772.50,0.00,0.00,0.00,1467.29,696.06,0.00,19290.00,0.00
210,S,SilverAsh the Reignfrost,御敌的锋锐,No Module,158.43,57203.52,0.00,0.00,0.00,1483.03,1800.00,0.00,2661.60,30.00
211,S,Gravel,鼠群,EXE-X: Covert Action Toolkit,158.16,17978.49,0.00,0.00,0.00,1800.00,1800.00,0.00,15468.00,0.00
212,S,Tulip,钻心,SOL-X: 郁金香证章,157.69,41311.92,0.00,0.00,0.00,1800.00,1800.00,0.00,2095.00,0.00
213,S,Gravel,鼠群,No Module,156.53,17978.49,0.00,0.00,0.00,1800.00,1800.00,0.00,16764.00,0.00
214,S,Matoimaru,生命回复·β型,DRE-Y: Bamboo Ikebana,156.11,157672.67,0.00,0.00,0.00,1800.00,1800.00,0.00,12130.30,600.00
215,S,Texas the Omertosa,剑雨滂沱,No Module,156.07,0.00,377561.09,0.00,0.00,136.67,232.60,0.00,4565.71,24.50
216,S,Ch'en the Dawnstreak,赤霄·天喟,No Module,156.03,0.00,415077.43,0.00,0.00,127.62,131.10,0.00,3084.60,0.00
217,S,Ulpianus,RAW,No Module,155.93,126403.20,0.00,0.00,0.00,803.80,1054.15,0.00,19872.60,0.00
218,S,Iana,全知者的战术,PUM-X: 'Distant and Less Familiar World',155.03,555196.74,0.00,0.00,0.00,318.88,1800.00,0.00,2436.00,330.00
219,S,Nightingale,治疗强化·γ型,RIN-X: 'Closed Hope',155.02,0.00,0.00,0.00,0.00,1800.00,1800.00,194471.18,1705.00,320.00
220,S,Mon3tr,策略：超压链接,XAH-X: 记忆存档,154.84,0.00,0.00,0.00,0.00,1800.00,1800.00,261522.80,1735.00,126.00
221,S,Nightingale,法术护盾,RIN-X: 'Closed Hope',154.43,0.00,0.00,0.00,0.00,1800.00,1800.00,158535.83,1705.00,396.92
222,S,Tulip,只余芬芳,SOL-X: 郁金香证章,154.30,68074.15,0.00,0.00,0.00,1800.00,1800.00,0.00,2095.00,0.00
223,S,Wind Chimes,乡心无改,CRU-X: 致继任者,154.19,187687.66,0.00,0.00,0.00,1475.22,983.58,0.00,11335.78,332.25
224,S,Vulpisfoglia,隐狐之艺,SOL-Y: 剑舞,154.19,349433.90,0.00,0.00,0.00,553.64,1800.00,0.00,4300.00,2.45
225,S,Ulpianus,必须促成的接触,No Module,154.01,221287.95,0.00,0.00,0.00,410.16,209.65,0.00,19872.60,0.00
226,S,Pramanix,传音回响,No Module,153.98,0.00,65768.50,0.00,0.00,1619.78,1759.52,0.00,2247.00,795.00
227,S,Thorns,至高之术,No Module,152.87,639144.79,0.00,0.00,0.00,598.88,219.71,0.00,3656.80,0.00
228,S,Philae,冥河诅咒,PRP-X: 被摩挲的日子,152.34,189060.00,0.00,0.00,253984.59,620.56,111.29,0.00,6782.69,0.00
229,S,Pozëmka,锐笔速写,No Module,151.92,480795.68,0.00,0.00,0.00,578.71,269.60,0.00,1802.00,0.00
230,S,Shu,离离枯荣,GUA-X: On Architecture of Time,151.51,111518.40,0.00,0.00,0.00,1800.00,1800.00,164379.02,8725.86,96.00
231,S,Blaze,链锯延伸模块,"CEN-X: Overloaded Weapons, Overheated Heart",151.43,210551.44,0.00,0.00,0.00,138.49,341.16,0.00,5435.50,0.00
232,S,Skadi the Corrupting Heart,同葬无光之愿,BAR-X: 蜕化的残迹,151.17,0.00,0.00,0.00,0.00,1800.00,1800.00,150722.21,1733.00,330.00
233,S,Civilight Eterna,明日渺远不及,BAR-X: 故事的结局,150.39,0.00,0.00,0.00,0.00,1800.00,1800.00,190077.84,2244.71,270.00
234,S,Narantuya,恶魇,LPS-Y: “致我们的老大”,150.08,312071.76,0.00,0.00,0.00,173.02,490.06,0.00,2800.00,196.67
235,S,Skadi,涌潮悲歌,DRE-X: No Ending to This Dream,149.03,350442.67,0.00,0.00,0.00,1655.57,648.01,0.00,9627.80,0.00
236,S,Makoto Yuki,RAW,PUM-Y: 彼此的声音,148.54,750774.00,0.00,0.00,0.00,223.82,52.72,0.00,3109.00,66.67
237,S,Vulpisfoglia,隐狐之艺,SOL-X: 杀手也有假期,148.39,364495.70,0.00,0.00,0.00,532.41,1800.00,0.00,3495.00,2.45
238,S,Ifrit,炎爆,BLA-X: 'Syntexis',147.82,0.00,27657.07,0.00,0.00,514.57,823.21,0.00,1680.00,880.00
239,S,Blemishine,慑敌辉光,GUA-X: 'Knight Primus',147.52,94821.33,0.00,0.00,0.00,1800.00,1800.00,186631.20,5553.00,150.00
240,S,Ifrit,炎爆,No Module,147.23,0.00,23176.80,0.00,0.00,636.36,988.89,0.00,1680.00,880.00
241,S,Aphrissa,混沌的本质,BLA-Y: 第三相态,147.22,0.00,374717.78,0.00,0.00,123.68,212.92,0.00,1860.00,0.00
242,S,Lessing,苦修破誓,DRE-Y: 苦修者的抗压训练,145.83,405957.76,0.00,0.00,0.00,973.81,414.28,0.00,14462.00,0.00
243,S,Entelechia,灵与欲的惜别,REA-Y: 玫瑰色故事集,145.15,385791.92,0.00,0.00,0.00,160.14,632.47,0.00,8233.41,0.00
244,S,Horn,终极防线,No Module,144.79,253455.15,0.00,0.00,0.00,138.19,192.42,0.00,8035.54,0.00
245,S,Yu,今日做东,PRP-X: 人间百味,144.31,88125.00,0.00,0.00,228375.00,1290.67,253.72,0.00,6260.00,240.00
246,S,Skadi the Corrupting Heart,同归殊途之吟,No Module,144.27,0.00,0.00,0.00,0.00,1800.00,1800.00,197693.28,8656.20,0.00
247,S,Nightingale,法术护盾,RIN-Y: “莺歌”,144.01,0.00,0.00,0.00,0.00,1800.00,1800.00,143706.88,1982.75,396.92
248,S,Thumpy,“不准走！”,No Module,143.50,28758.38,0.00,0.00,59612.48,827.06,166.55,0.00,3514.00,0.00
249,S,Skadi the Corrupting Heart,同葬无光之愿,No Module,143.33,0.00,0.00,0.00,0.00,1800.00,1800.00,137288.07,1603.00,330.00
250,S,Mon3tr,RAW,XAH-X: 记忆存档,143.18,0.00,0.00,0.00,0.00,1800.00,1800.00,225072.21,1735.00,126.00
251,S,Narantuya,恶魇,LPS-X: “吹尽狂沙”,143.13,298052.40,0.00,0.00,0.00,180.77,541.58,0.00,2500.00,196.67
252,S,Saga,怒目,SOL-Y: Walk The World,143.13,121737.33,0.00,0.00,0.00,1800.00,1800.00,0.00,12325.70,0.00
253,S,Blaze the Igniting Spark,炙手之援,PRI-Y: 沟通小助手,142.91,0.00,0.00,0.00,536600.00,397.45,138.45,0.00,3576.96,61.24
254,S,Nian,铁御,PRO-X: The Array of Chaos,142.91,110947.40,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,193.85
255,S,Lee,小惩大诫,MER-Y: 'Distinguisher',141.92,270868.75,0.00,0.00,0.00,860.30,1013.86,0.00,2427.00,416.75
256,S,Vulpisfoglia,坠刃拷问,SOL-Y: 剑舞,141.68,109081.43,0.00,0.00,0.00,1800.00,1800.00,0.00,4300.00,94.58
257,S,Mudrock,岩崩锤,UNY-X: Spreading Roots of Soil and Stone,141.17,335642.62,0.00,0.00,0.00,463.91,414.80,0.00,9459.77,14.70
258,S,Nightingale,治疗强化·γ型,RIN-Y: “莺歌”,141.14,0.00,0.00,0.00,0.00,1800.00,1800.00,172969.21,1982.75,320.00
259,S,Lappland the Decadenza,逐猎狂飙,FUN-X: 狼时,140.52,0.00,387692.80,0.00,0.00,485.06,172.78,0.00,1663.00,9.79
260,S,Hoederer,余烬重荷,CRU-X: 新的生活,140.45,179646.86,0.00,0.00,0.00,1514.12,697.39,0.00,9330.43,180.25
261,S,Skadi,迅捷打击·γ型,DRE-Y: Moist Sword Bag,140.01,364264.00,0.00,0.00,0.00,851.65,421.47,0.00,11221.60,0.00
262,S,Haruka,幽隙栖萤,No Module,139.69,0.00,0.00,0.00,0.00,1800.00,1800.00,204562.92,2695.71,120.00
263,S,Gavial the Invincible,链锯强袭,CEN-X: The Binding of Gavial,139.54,234408.93,0.00,0.00,0.00,128.82,298.09,0.00,4659.00,0.00
264,S,Nightingale,法术护盾,No Module,139.43,0.00,0.00,0.00,0.00,1800.00,1800.00,137775.30,1705.00,396.92
265,S,Schwarz,RAW,ARC-Y: Old Razor,138.89,149333.25,0.00,0.00,0.00,1800.00,909.54,0.00,1833.00,675.00
266,S,Breeze,扩散疗法,RIN-X: Surgical Instrument Kit,138.71,0.00,0.00,0.00,0.00,1800.00,1800.00,188842.11,1949.25,0.00
267,S,Blaze the Igniting Spark,炙手之援,PRI-X: 热切的期盼,138.70,0.00,0.00,0.00,532610.00,427.44,140.02,0.00,2887.16,61.24
268,S,Flamebringer,刃鬼,DRE-Y: Rusty Broken Blade,138.44,309416.80,0.00,0.00,0.00,959.19,1089.51,0.00,16046.90,0.00
269,S,Sideroca,破浪回神,AFT-Y: 漫游者的压舱石,137.76,0.00,366854.40,0.00,0.00,1093.52,768.69,0.00,5697.00,0.00
270,S,Nian,铁御,No Module,137.67,92573.47,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,193.85
271,S,Eunectes,钢铁意志,HES-X: Zumama's Tool Box,137.17,264145.00,0.00,0.00,0.00,1574.56,718.25,0.00,1331.85,140.44
272,S,Blaze the Igniting Spark,炙手之援,No Module,137.10,0.00,0.00,0.00,532610.00,427.44,140.02,0.00,2496.42,61.24
273,S,Wind Chimes,乡心无改,No Module,136.92,135045.63,0.00,0.00,0.00,1800.00,1800.00,0.00,9920.75,332.25
274,S,Ines,淬影突袭,AGE-Y: 角部“护理”套组,136.03,58320.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2421.00,61.24
275,S,Vulpisfoglia,坠刃拷问,SOL-X: 杀手也有假期,135.65,121255.37,0.00,0.00,0.00,1699.03,1800.00,0.00,3495.00,94.58
276,S,Nightingale,RAW,RIN-X: 'Closed Hope',135.53,0.00,0.00,0.00,0.00,1800.00,1800.00,146997.37,1705.00,320.00
277,S,Vulpisfoglia,隐狐之艺,No Module,135.03,305601.52,0.00,0.00,0.00,650.43,1800.00,0.00,3045.00,2.45
278,S,Nightingale,治疗强化·γ型,No Module,134.95,0.00,0.00,0.00,0.00,1800.00,1800.00,164368.42,1705.00,320.00
279,S,Gnosis,零度爆发,UMD-Y: 一号项目模型,134.95,0.00,133229.50,0.00,0.00,799.58,848.18,0.00,2155.00,25.00
280,S,Gnosis,RAW,UMD-Y: 一号项目模型,134.77,0.00,103869.15,0.00,0.00,1800.00,1102.15,0.00,2155.00,5.00
281,S,Mr. Nothing,阴晴圆缺,MER-X: 'Shelter from the Rain',134.25,450867.31,0.00,0.00,0.00,464.20,131.26,0.00,2638.00,236.24
282,S,Gnosis,RAW,UMD-X: 'Vow',133.93,0.00,90528.00,0.00,0.00,1800.00,1269.43,0.00,2180.00,10.00
283,S,Nearl the Radiant Knight,灿焰长刃,DRE-Y: 'A Knightly House',133.81,418957.57,0.00,0.00,0.00,681.91,186.45,0.00,8520.00,48.99
284,S,Ines,淬影突袭,No Module,133.80,34680.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2121.00,61.24
285,S,Sakiko Togawa,残月的余响,No Module,132.55,183801.44,131039.31,0.00,0.00,300.89,173.28,0.00,2056.00,0.00
286,S,Gnosis,RAW,No Module,132.49,0.00,80580.50,0.00,0.00,1800.00,1430.16,0.00,2035.00,5.00
287,S,Schwarz,强弩,ARC-Y: Old Razor,132.38,190533.47,0.00,0.00,0.00,1682.28,581.32,0.00,1833.00,675.00
288,S,W,惊吓盒子,ART-X: Mercenary's Bag,132.38,152133.57,0.00,0.00,0.00,336.65,1109.87,0.00,1815.00,641.95
289,S,Zima the Raging Tide,绝不罢休,No Module,132.24,236788.42,0.00,0.00,0.00,114.77,90.45,0.00,1200.00,363.33
290,S,W,红桃K,ART-X: Mercenary's Bag,131.60,140969.88,0.00,0.00,0.00,367.86,1374.66,0.00,1815.00,651.75
291,S,Gavial the Invincible,精准痛击,CEN-Y: 好锯多磨,131.25,257310.00,0.00,0.00,0.00,195.18,1343.81,0.00,9706.25,0.00
292,S,Pepe,时光震荡,No Module,130.92,138656.12,0.00,0.00,0.00,145.29,190.02,0.00,2851.00,9.80
293,S,Yu,今日做东,No Module,130.85,72187.50,0.00,0.00,228375.00,1366.70,255.00,0.00,6260.00,240.00
294,S,Gnosis,零度爆发,UMD-X: 'Vow',130.73,0.00,109357.82,0.00,0.00,1194.91,1040.42,0.00,2180.00,30.00
295,S,W,D12,ART-X: Mercenary's Bag,129.91,115268.41,0.00,0.00,0.00,466.03,1800.00,0.00,1815.00,676.24
296,S,Civilight Eterna,明日渺远不及,No Module,129.63,0.00,0.00,0.00,0.00,1800.00,1800.00,157812.75,1915.29,270.00
297,S,Breeze,集束疗法,RIN-X: Surgical Instrument Kit,129.17,0.00,0.00,0.00,0.00,1800.00,1800.00,169328.42,1949.25,0.00
298,S,Hoshiguma the Breacher,地狱变相,AST-X: 无迹,129.15,0.00,238815.90,0.00,0.00,631.45,516.18,0.00,11628.00,0.00
299,S,Sussurro,深度治疗,PHY-X: ...Who Heals Not Herself,127.84,0.00,0.00,0.00,0.00,1800.00,1800.00,152866.94,2167.50,0.00
300,S,Gnosis,零度爆发,No Module,127.80,0.00,97341.24,0.00,0.00,1360.20,1172.95,0.00,2035.00,25.00
301,S,Angelina the Mellow Wish,极速送达,No Module,127.54,334816.00,78963.20,0.00,0.00,411.39,372.54,0.00,4293.00,39.00
302,S,Nightingale,RAW,RIN-Y: “莺歌”,127.04,0.00,0.00,0.00,0.00,1800.00,1800.00,132168.42,1982.75,320.00
303,S,Aurora,固守家园,HES-X: Shield Photography Module,126.96,129562.50,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,61.24
304,S,Hoederer,重锋不熄,CRU-Y: 笔迹,126.95,253375.15,0.00,0.00,0.00,348.12,571.52,0.00,10107.59,198.62
305,S,Blaze,链锯延伸模块,No Module,126.73,140200.00,0.00,0.00,0.00,186.15,1473.64,0.00,4936.75,0.00
306,S,Suzuran,全力以赴,DEC-Y: Children of Terra,126.65,0.00,246506.29,0.00,0.00,836.69,291.84,0.00,1600.00,353.00
307,S,Ines,暗夜无明,AGE-Y: 角部“护理”套组,126.47,105681.60,0.00,0.00,0.00,1800.00,1800.00,0.00,2421.00,61.24
308,S,Sideroca,破浪回神,No Module,126.33,0.00,330931.20,0.00,0.00,1228.10,814.14,0.00,5121.00,0.00
309,S,W,惊吓盒子,ART-Y: Lost Dull Knife,126.28,126206.80,0.00,0.00,0.00,418.46,1484.75,0.00,1805.00,641.95
310,S,W,红桃K,ART-Y: Lost Dull Knife,126.14,117243.69,0.00,0.00,0.00,456.62,1791.63,0.00,1805.00,651.75
311,S,Blaze,强力击·γ型,"CEN-X: Overloaded Weapons, Overheated Heart",126.11,196889.54,0.00,0.00,0.00,145.08,450.25,0.00,5435.50,0.00
312,S,W,D12,ART-Y: Lost Dull Knife,125.99,96608.46,0.00,0.00,0.00,575.45,1800.00,0.00,1805.00,676.24
313,S,Blaze,沸腾爆裂,"CEN-X: Overloaded Weapons, Overheated Heart",125.54,171692.78,0.00,0.00,0.00,192.10,1495.81,0.00,6212.00,0.00
314,S,Bellone,军师的手段,FGT-Y: 实用的工具,124.78,270295.38,0.00,0.00,0.00,238.48,1003.91,0.00,4282.50,225.00
315,S,Mon3tr,策略：超负荷,No Module,124.55,0.00,0.00,0.00,0.00,1800.00,1800.00,178296.36,1735.00,244.80
316,S,Eyjafjalla,点燃,CCR-X: 'Missed Sounds',124.24,0.00,194762.81,0.00,0.00,348.77,477.64,0.00,1923.00,548.00
317,S,Rosmontis,末梢阻断,BOM-X: 'Notes',124.03,304359.44,0.00,0.00,0.00,160.04,915.86,0.00,2219.00,3.67
318,S,Lee,小惩大诫,MER-X: 'Wandering',123.79,221224.63,0.00,0.00,0.00,1087.28,1689.05,0.00,2727.00,323.99
319,S,Vulpisfoglia,坠刃拷问,No Module,123.65,70316.48,0.00,0.00,0.00,1800.00,1800.00,0.00,3045.00,94.58
320,S,Gnosis,高速思考,UMD-Y: 一号项目模型,123.30,0.00,131013.62,0.00,0.00,1800.00,864.62,0.00,2155.00,5.00
321,S,Lappland the Decadenza,逐猎狂飙,No Module,123.19,0.00,348384.26,0.00,0.00,550.64,197.49,0.00,1503.00,9.79
322,S,Thorns the Lodestar,“我的海疆”,ALC-X: 三面的金币,123.07,0.00,0.00,0.00,0.00,1800.00,1800.00,29214.02,1293.00,700.00
323,S,Kal'tsit,指令：熔毁,PHY-X: Mon2tr,122.98,0.00,0.00,114631.58,0.00,1800.00,735.33,161786.84,4082.50,48.99
324,S,Blemishine,先贤化身,GUA-X: 'Knight Primus',122.95,176615.47,0.00,0.00,0.00,1800.00,1489.35,77763.00,5408.00,180.00
325,S,Nightingale,RAW,No Module,122.90,0.00,0.00,0.00,0.00,1800.00,1800.00,126236.84,1705.00,320.00
326,S,Gavial the Invincible,精准痛击,CEN-X: The Binding of Gavial,122.85,310310.75,0.00,0.00,0.00,164.35,881.18,0.00,4659.00,0.00
327,S,Hoederer,余烬重荷,CRU-Y: 笔迹,122.56,107351.44,0.00,0.00,0.00,1460.53,667.06,0.00,8086.08,198.62
328,S,Ines,暗夜无明,No Module,122.24,64483.40,0.00,0.00,0.00,1800.00,1800.00,0.00,2121.00,61.24
329,S,Narantuya,恶魇,No Module,121.71,243828.75,0.00,0.00,0.00,221.14,878.73,0.00,2500.00,196.67
330,S,Gnosis,高速思考,UMD-X: 'Vow',121.51,0.00,108440.47,0.00,0.00,1800.00,1050.90,0.00,2180.00,10.00
331,S,Thorns the Lodestar,“我的海疆”,No Module,121.16,0.00,0.00,0.00,0.00,1800.00,1800.00,22770.45,1173.00,700.00
332,S,Saileach,支援号令·γ型,BEA-X: Pastoral,120.85,49080.62,0.00,0.00,0.00,1800.00,1800.00,0.00,2035.00,135.00
333,S,Zima the Raging Tide,誓不低头,No Module,120.84,117589.20,0.00,0.00,0.00,201.61,506.04,0.00,2950.00,363.33
334,S,Pramanix,RAW,UMD-X: 'Knitting of a Future',120.61,0.00,71029.98,0.00,0.00,1800.00,1626.81,0.00,2499.00,500.00
335,S,Crownslayer,尘烟蔽目,EXE-Y: 木炭画,120.32,199547.53,0.00,0.00,0.00,612.06,662.72,0.00,1830.00,580.00
336,S,Gnosis,高速思考,No Module,119.83,0.00,96524.69,0.00,0.00,1800.00,1184.73,0.00,2035.00,5.00
337,S,Perfumer the Distilled,“神殿的余烬”,No Module,119.75,0.00,0.00,0.00,0.00,1800.00,1800.00,144000.00,2740.37,256.00
338,S,Crownslayer,烽烟行刑场,EXE-Y: 木炭画,119.51,229219.01,0.00,0.00,0.00,1150.49,1800.00,0.00,1830.00,378.99
339,S,Swire the Elegant Wit,“见面礼”,MER-Y: 诗怀雅的龙门美食指南,119.32,389894.40,0.00,0.00,0.00,785.41,375.53,0.00,6136.00,13.33
340,S,Puzzle,疑点追踪,AGE-X: 首要任务,118.77,113774.83,0.00,0.00,0.00,1800.00,1800.00,0.00,6240.00,0.00
341,S,Vulcan,武力模式,UNY-X: The Shaper,118.27,346462.50,0.00,0.00,0.00,660.68,404.89,0.00,10940.00,0.00
342,A,Nearl the Radiant Knight,耀阳颔首,DRE-Y: 'A Knightly House',118.17,318169.22,0.00,0.00,0.00,949.29,342.21,0.00,8520.00,48.99
343,A,W,D12,No Module,117.97,52467.81,0.00,0.00,0.00,776.75,1800.00,0.00,1605.00,676.24
344,A,Reed the Flame Shadow,迅捷打击·γ型,INC-Y: “独属自己的一隅”,117.71,0.00,110518.86,0.00,0.00,1800.00,674.38,55259.43,1738.00,480.00
345,A,Lee,小惩大诫,No Module,117.68,196930.28,0.00,0.00,0.00,1239.45,1800.00,0.00,2427.00,311.75
346,A,Saileach,光辉旗帜,BEA-X: Pastoral,117.60,113062.56,0.00,0.00,0.00,1800.00,1800.00,0.00,2035.00,177.87
347,A,Saga,怒目,SOL-X: Where to Find the Burdenbeast?,117.51,171393.55,0.00,0.00,0.00,1615.47,1800.00,0.00,8467.20,0.00
348,A,Entelechia,灵与欲的惜别,REA-X: 易枯萎的航船,117.27,263544.62,0.00,0.00,0.00,182.15,720.15,0.00,10148.00,0.00
349,A,Mountain,横扫架势,FGT-Y: 'Price of Freedom',116.76,435502.41,0.00,0.00,0.00,390.55,1800.00,0.00,5006.50,0.00
350,A,Blaze,RAW,"CEN-X: Overloaded Weapons, Overheated Heart",116.39,103378.39,0.00,0.00,0.00,276.41,1800.00,0.00,5435.50,0.00
351,A,Typhon,迅捷打击·γ型,SIE-Y: 冰原的影子,116.10,256254.95,0.00,0.00,0.00,137.16,221.39,0.00,1702.00,20.00
352,A,W,红桃K,No Module,115.89,65436.80,0.00,0.00,0.00,594.32,1800.00,0.00,1605.00,651.75
353,A,Hoederer,余烬重荷,No Module,115.85,83418.16,0.00,0.00,0.00,1712.89,1098.22,0.00,7579.75,180.25
354,A,Horn,暴风号令,FOR-X: Exemplars,115.50,261019.89,0.00,0.00,0.00,175.67,284.36,0.00,7302.00,0.00
355,A,Horn,暴风号令,FOR-Y: 旧日新装,115.23,232152.59,0.00,0.00,0.00,204.20,510.78,0.00,4904.00,0.00
356,A,Matterhorn,抗寒体质,PRO-Y: Father's Robe,115.14,18750.00,0.00,0.00,0.00,1800.00,1800.00,0.00,5280.00,0.00
357,A,W,惊吓盒子,No Module,115.05,71070.01,0.00,0.00,0.00,537.40,1800.00,0.00,1605.00,641.95
358,A,Shining,教条力场,PHY-X: 'Followers',114.87,0.00,0.00,0.00,0.00,1800.00,1800.00,181166.20,2419.50,198.33
359,A,Shu,化被草木,GUA-X: On Architecture of Time,114.80,81894.40,0.00,0.00,0.00,1800.00,1800.00,116921.38,8725.86,96.00
360,A,Tomimi,嘉维尔保护方案,CCR-Y: Broken Tail Corrector,114.69,0.00,400400.00,0.00,0.00,683.93,244.92,0.00,1920.00,19.60
361,A,Suzuran,狐火渺然,DEC-Y: Children of Terra,114.52,0.00,171489.45,0.00,0.00,375.55,443.93,0.00,1600.00,353.00
362,A,Civilight Eterna,往昔萦绕身旁,BAR-X: 故事的结局,114.41,0.00,0.00,0.00,0.00,1800.00,1800.00,163236.17,2244.71,120.00
363,A,Reed the Flame Shadow,枯荣共息,INC-Y: “独属自己的一隅”,114.29,0.00,116904.07,0.00,0.00,1115.74,650.21,58452.03,1738.00,480.00
364,A,Mr. Nothing,阴晴圆缺,No Module,114.05,341858.13,0.00,0.00,0.00,642.75,319.45,0.00,2398.00,223.99
365,A,Kal'tsit,指令：战术协同,PHY-X: Mon2tr,113.77,84973.57,0.00,0.00,0.00,1800.00,1800.00,152042.64,3266.00,48.99
366,A,Lemuen,归乡邀约,No Module,113.61,333215.74,0.00,0.00,0.00,389.27,81.41,0.00,1448.00,270.00
367,A,Quercus,大地的慈悲,BLS-X: Rusty Stick,113.02,0.00,0.00,0.00,0.00,1800.00,1800.00,164717.50,4739.81,93.44
368,A,Muelsyse,生态耦合,TAC-X: Dresser Flowing Shape,112.95,243166.50,0.00,0.00,0.00,1800.00,1800.00,0.00,4006.00,200.00
369,A,Suzuran,儿时的舞乐,DEC-Y: Children of Terra,112.64,0.00,200015.09,0.00,0.00,332.72,361.73,0.00,1600.00,353.00
370,A,Makoto Yuki,RAW,No Module,112.27,577590.00,0.00,0.00,0.00,302.98,67.50,0.00,2805.00,53.33
371,A,Shu,离离枯荣,No Module,112.21,93038.40,0.00,0.00,0.00,1800.00,1800.00,140909.76,4941.55,96.00
372,A,Absinthe,执法模式,CCR-X: 'Custodia' Individual Comm-Unit,112.12,0.00,256256.60,0.00,0.00,1155.34,331.63,0.00,2983.00,450.00
373,A,Lord/Sharp,沉默的爆发,LOR-X: 领主·Sharp证章,111.55,214092.74,0.00,0.00,0.00,423.88,300.45,0.00,2662.00,125.00
374,A,Ho'olheyak,博览者的狂语,CCR-Y: Time Gallery of K'uk'ulkan,111.50,0.00,233870.13,0.00,0.00,1796.30,624.03,0.00,5348.00,13.71
375,A,Ceobe,“很重的枪”,"CCR-Y: 'Knife, I Made'",111.22,0.00,211695.48,0.00,0.00,1500.18,487.58,0.00,1685.00,22.84
376,A,Reed the Flame Shadow,迅捷打击·γ型,INC-X: 'A Floral Garland to the Red Dragon',110.83,0.00,95958.72,0.00,0.00,1800.00,781.98,47979.36,1743.00,480.00
377,A,Texas the Omertosa,细雨无声,EXE-Y: Blueberry & Dark Chocolate,110.71,0.00,270825.17,0.00,0.00,705.64,220.10,0.00,7620.00,45.69
378,A,Passenger,聚焦指令,CHA-Y: Gold of Crowns,110.67,0.00,119332.80,0.00,0.00,495.46,955.00,0.00,4045.00,498.33
379,A,Hoshiguma the Breacher,地狱变相,No Module,110.26,0.00,198232.40,0.00,0.00,778.01,649.04,0.00,10653.00,0.00
